"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","13.78",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","2.29",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","130151",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput","%","84.14",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","DRAM Throughput","%","84.14",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Duration","us","56.86",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","46.38",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","46.77",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","126165.21",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","45.02",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","SpeedOfLight","","","","SOLBottleneck","INF","This workload is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section.","",""
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Block Size","","256",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Cluster Scheduling Policy","","PolicySpread",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Cluster Size","","0",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Grid Size","","8192",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Preferred Cluster Size","","0",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Registers Per Thread","register/thread","35",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Shared Memory Configuration Size","Kbyte","32.77",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Dynamic Shared Memory Per Block","Kbyte/block","1.02",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","# SMs","SM","70",
"0","737999","gradflow_r6q","127.0.0.1","<unnamed>::cfl_kernel(<unnamed>::DeviceState, float, float *)","1","7","(256, 1, 1)","(8192, 1, 1)","0","12.0","Launch Statistics","Stack Size","","1024",
